threads,core,cycles,mperf,aperf,core_voltage,execution_time
2,9,855684.0,580080.0,692708.0,97,10.033091982
2,10,922625.0,625160.0,759304.0,94,10.033091982
2,11,880442.0,651400.0,719693.0,113,10.033091982
2,12,1390387.0,1025080.0,1214274.0,114,10.033091982
2,13,685456.0,504120.0,527589.0,113,10.033091982
2,14,768364.0,571460.0,609766.0,113,10.033091982
2,15,751191.0,558940.0,593659.0,113,10.033091982
2,16,134558420.0,100560160.0,131390277.0,98,10.033091982
2,17,75259022.0,56297220.0,72140012.0,98,10.033091982
2,18,43664229.0,35913740.0,47428930.0,94,10.033091982
2,19,94813196.0,72220360.0,94320885.0,112,10.033091982
2,20,37446921.0,29347020.0,36630602.0,115,10.033091982
2,21,24538693.0,19401060.0,23938995.0,112,10.033091982
2,22,40913156.0,32475240.0,40251102.0,113,10.033091982
2,23,47036947.0,37015680.0,46220448.0,112,10.033091982
2,24,10923273.0,8287140.0,10623885.0,95,10.033091982
2,25,4252931.0,3228780.0,4025765.0,92,10.033091982
2,26,2676809.0,2076980.0,2459478.0,92,10.033091982
2,27,13880645.0,10162320.0,13499657.0,112,10.033091982
2,28,1912785.0,1368240.0,1622146.0,113,10.033091982
2,29,954724.0,698440.0,780929.0,111,10.033091982
2,30,9576190.0,6725200.0,9185474.0,111,10.033091982
2,31,10094497.0,7446540.0,9648104.0,112,10.033091982
2,0,29834138456.0,19968462860.0,29834836236.0,96,10.031189006
2,1,29850478179.0,19962268760.0,29850423917.0,94,10.031189006
2,2,408221559.0,279958440.0,389828742.0,112,10.031189006
2,3,72195309.0,56201560.0,70068879.0,111,10.031189006
2,4,984360.0,754180.0,806468.0,112,10.031189006
2,5,4596273.0,3298920.0,4301628.0,110,10.031189006
2,6,7282967.0,5613200.0,6988780.0,112,10.031189006
2,7,8311866.0,6011260.0,7510795.0,110,10.031189006
2,8,927407.0,658040.0,759595.0,98,10.031189006
2,9,883749.0,617900.0,716872.0,96,10.031189006
2,10,1057712.0,740520.0,891685.0,94,10.031189006
2,11,988216.0,740600.0,822105.0,113,10.031189006
2,12,948291.0,735580.0,782694.0,114,10.031189006
2,13,902518.0,676140.0,735498.0,113,10.031189006
2,14,1155097.0,861780.0,984999.0,113,10.031189006
2,15,1129675.0,845340.0,957995.0,113,10.031189006
2,16,32002432.0,24131140.0,30881252.0,98,10.031189006
2,17,91156739.0,69540120.0,90552096.0,97,10.031189006
2,18,24643109.0,19293200.0,24039877.0,94,10.031189006
2,19,24907001.0,19007520.0,24134744.0,112,10.031189006
2,20,80413075.0,61597520.0,80001504.0,114,10.031189006
2,21,83052570.0,63844220.0,82548513.0,112,10.031189006
2,22,33180686.0,26461380.0,32722438.0,113,10.031189006
2,23,44906132.0,35497680.0,44292492.0,112,10.031189006
2,24,25264109.0,18841060.0,24871281.0,95,10.031189006
2,25,10008832.0,7360740.0,9616338.0,92,10.031189006
2,26,12457334.0,9730200.0,12024137.0,92,10.031189006
2,27,23417876.0,17413420.0,22974033.0,112,10.031189006
2,28,3390263.0,2736080.0,3171416.0,113,10.031189006
2,29,17034749.0,13367720.0,16773908.0,111,10.031189006
2,30,11969811.0,9392960.0,11625254.0,111,10.031189006
2,31,4372964.0,3156880.0,4034208.0,112,10.031189006
2,0,29848002671.0,19967782440.0,29847946451.0,96,10.031434487
2,1,29861587197.0,19962446960.0,29861536703.0,93,10.031434487
2,2,421219428.0,289208680.0,402736366.0,93,10.031434487
2,3,7223008.0,5741640.0,6830912.0,111,10.031434487
2,4,8772441.0,7056600.0,8313030.0,112,10.031434487
2,5,59393448.0,43163040.0,58960430.0,110,10.031434487
2,6,5504616.0,4470820.0,5192338.0,112,10.031434487
2,7,10491040.0,7907480.0,9689707.0,110,10.031434487
2,8,1158536.0,839980.0,976883.0,98,10.031434487
2,9,1157954.0,842640.0,975065.0,97,10.031434487
2,10,1196117.0,832720.0,1014054.0,94,10.031434487
2,11,1111722.0,825080.0,931172.0,113,10.031434487
2,12,1089493.0,839820.0,906874.0,114,10.031434487
2,13,1095214.0,815660.0,914390.0,113,10.031434487
2,14,1250852.0,906980.0,1046907.0,113,10.031434487
2,15,1141544.0,854000.0,960741.0,113,10.031434487
2,16,32275320.0,24848220.0,31301791.0,98,10.031434487
2,17,36098334.0,27904180.0,35302623.0,98,10.031434487
2,18,87307822.0,65800460.0,86681458.0,113,10.031434487
2,19,32652078.0,25768700.0,31960962.0,112,10.031434487
2,20,45459303.0,35803940.0,44935091.0,114,10.031434487
2,21,78543425.0,59391660.0,78063359.0,112,10.031434487
2,22,125321424.0,93532260.0,122321996.0,112,10.031434487
2,23,45304801.0,36561540.0,46091202.0,112,10.031434487
2,24,873207.0,604080.0,700833.0,95,10.031434487
2,25,759436.0,513840.0,595877.0,92,10.031434487
2,26,950845.0,661420.0,784404.0,92,10.031434487
2,27,834449.0,614300.0,671197.0,112,10.031434487
2,28,12102845.0,8580260.0,11831447.0,113,10.031434487
2,29,14980507.0,10460360.0,14607807.0,111,10.031434487
2,30,5779819.0,4026400.0,5574458.0,111,10.031434487
2,31,6362750.0,4512340.0,6161117.0,112,10.031434487
2,0,29812237819.0,19978579300.0,29811721682.0,96,10.031469662
2,1,29824066672.0,19966742140.0,29823853789.0,93,10.031469662
2,2,435597977.0,301512320.0,416973739.0,93,10.031469662
2,3,29107905.0,22864320.0,28260021.0,111,10.031469662
2,4,28727442.0,23079840.0,28014091.0,112,10.031469662
2,5,74829138.0,56077060.0,74024140.0,110,10.031469662
2,6,41419962.0,33095340.0,40701288.0,112,10.031469662
2,7,21112125.0,16907080.0,20359514.0,110,10.031469662
2,8,10421296.0,8177120.0,10023217.0,98,10.031469662
2,9,13387489.0,10562200.0,13019416.0,97,10.031469662
2,10,7461317.0,5703740.0,7234204.0,94,10.031469662
2,11,2616481.0,2050120.0,2419305.0,113,10.031469662
2,12,15023921.0,12103400.0,14615942.0,114,10.031469662
2,13,11465480.0,8798860.0,11097619.0,113,10.031469662
2,14,15134108.0,10843640.0,14593292.0,113,10.031469662
2,15,15194931.0,11105420.0,14766864.0,113,10.031469662
2,16,110732019.0,84735880.0,109932393.0,98,10.031469662
2,17,39004926.0,30575760.0,38150427.0,98,10.031469662
2,18,176184689.0,130427700.0,172746917.0,94,10.031469662
2,19,53911296.0,42507240.0,53052371.0,112,10.031469662
2,20,52003525.0,40816120.0,50829123.0,114,10.031469662
